LOUISIANA CONGRESSIONAL DISTRICTS BY ZIP CODE TABULATION AREA (ZCTA)

ZCTA                                                                        Congressional District
70809                                                                                            6
70810                                                                                            6
70811                                                                                          2,6
70812                                                                                            2
70814                                                                                          2,6
70815                                                                                          2,6
70816                                                                                            6
70817                                                                                            6
70818                                                                                            6
70819                                                                                            6
70820                                                                                            6
70836                                                                                            6
71001                                                                                          4,5
71003                                                                                            4
71004                                                                                            4
71006                                                                                            4
71007                                                                                            4
71008                                                                                            4
71016                                                                                            4
71018                                                                                            4
71019                                                                                            4
71021                                                                                            4
71023                                                                                            4
71024                                                                                            4
71027                                                                                            4
71028                                                                                            4
71029                                                                                            4
71030                                                                                            4
71031                                                                                          4,5
71032                                                                                            4
71033                                                                                            4
71034                                                                                            4
71037                                                                                            4
71038                                                                                            4
71039                                                                                            4
71040                                                                                            4
71043                                                                                            4
71044                                                                                            4
71045                                                                                            4
71046                                                                                            4
71047                                                                                            4
71048                                                                                            4
71049                                                                                            4
71051                                                                                            4
71052                                                                                            4
71055                                                                                            4
71060                                                                                            4
71061                                                                                            4
71063                                                                                            4
71064                                                                                            4
71065                                                                                            4
71067                                                                                            4
71068                                                                                            4
71069                                                                                            4
71070                                                                                            4
71071                                                                                            4
71072                                                                                            4
71073                                                                                            4
71075                                                                                            4
71078                                                                                            4
71079                                                                                            4
71082                                                                                            4
71101                                                                                            4
71103                                                                                            4
71104                                                                                            4
71105                                                                                            4
71106                                                                                            4
71107                                                                                            4
71108                                                                                            4
71109                                                                                            4
71110                                                                                            4
71111                                                                                            4
71112                                                                                            4
71115                                                                                            4
71118                                                                                            4
71119                                                                                            4
71129                                                                                            4
71201                                                                                            5
71202                                                                                            5
71203                                                                                            5
71209                                                                                            5
71219                                                                                            5
71220                                                                                            5
71222                                                                                            4
71223                                                                                            5
71225                                                                                            5
71226                                                                                            5
71227                                                                                            5
71229                                                                                            5
71232                                                                                            5
71233                                                                                            5
71234                                                                                          4,5
