TEXAS CONGRESSIONAL DISTRICTS BY ZIP CODE TABULATION AREA (ZCTA)

ZCTA                                                                        Congressional District
75684                                                                                            1
75686                                                                                            4
75691                                                                                            1
75692                                                                                            1
75693                                                                                            1
75701                                                                                            1
75702                                                                                            1
75703                                                                                            1
75704                                                                                            1
75705                                                                                            1
75706                                                                                            1
75707                                                                                            1
75708                                                                                            1
75709                                                                                            1
75750                                                                                            1
75751                                                                                            5
75752                                                                                            5
75754                                                                                            5
75755                                                                                          1,4
75756                                                                                            5
75757                                                                                          1,5
75758                                                                                            5
75759                                                                                            5
75760                                                                                            1
75762                                                                                            1
75763                                                                                            5
75764                                                                                            5
75765                                                                                          1,4
75766                                                                                            5
75770                                                                                            5
75771                                                                                            1
75773                                                                                          1,5
75778                                                                                            5
75779                                                                                            5
75780                                                                                            5
75783                                                                                          1,5
75784                                                                                          1,5
75785                                                                                            5
75788                                                                                            1
75789                                                                                          1,5
75790                                                                                          1,5
75791                                                                                            1
75792                                                                                            1
75801                                                                                            5
75803                                                                                            5
75831                                                                                         8,17
75832                                                                                            5
75833                                                                                         8,17
75835                                                                                            8
75838                                                                                           17
75839                                                                                          5,8
75840                                                                                           17
75844                                                                                          5,8
75845                                                                                            8
75846                                                                                         8,17
75847                                                                                            8
75848                                                                                           17
75849                                                                                            8
75850                                                                                            8
75851                                                                                            8
75852                                                                                            8
75853                                                                                            5
75855                                                                                           17
75856                                                                                            8
75858                                                                                            8
75859                                                                                         6,17
75860                                                                                           17
75861                                                                                            5
75862                                                                                            8
75901                                                                                            1
75904                                                                                          1,8
75925                                                                                            5
75926                                                                                            8
75928                                                                                           36
75929                                                                                            1
75930                                                                                            1
75931                                                                                         1,36
75932                                                                                           36
75933                                                                                           36
75934                                                                                           36
75935                                                                                            1
75936                                                                                           36
75937                                                                                            1
75938                                                                                           36
75939                                                                                           36
75941                                                                                            1
75942                                                                                           36
75943                                                                                            1
75944                                                                                            1
75946                                                                                            1
75948                                                                                         1,36
75949                                                                                            1
75951                                                                                           36
75954                                                                                            1
75956                                                                                           36
75959                                                                                            1
75960                                                                                           36
75961                                                                                            1
75962                                                                                            1
75964                                                                                            1
75965                                                                                            1
75966                                                                                           36
75968                                                                                            1
75969                                                                                          1,5
75972                                                                                            1
75973                                                                                            1
75974                                                                                            1
75975                                                                                            1
75976                                                                                            5
75977                                                                                           36
75978                                                                                            1
75979                                                                                           36
75980                                                                                         1,36
76001                                                                                            6
76002                                                                                            6
76006                                                                                         6,33
76008                                                                                           12
76009                                                                                           25
76010                                                                                         6,33
76011                                                                                         6,33
76012                                                                                         6,33
76013                                                                                            6
76014                                                                                         6,33
76015                                                                                            6
76016                                                                                            6
76017                                                                                            6
76018                                                                                            6
76020                                                                                           12
76021                                                                                           24
76022                                                                                           24
76023                                                                                        12,13
76028                                                                                         6,25
76031                                                                                           25
76033                                                                                        11,25
76034                                                                                        24,26
76035                                                                                     11,12,25
76036                                                                                      6,12,25
76039                                                                                           24
76040                                                                                        24,33
76041                                                                                            6
76043                                                                                           25
76044                                                                                           25
76048                                                                                        11,25
76049                                                                                     11,12,25
76050                                                                                         6,25
